,index,text
4768,继续第二个疗程.亦可连续用药。,1
4769,"3.平素月经正常,突然出现月经过多或过少,或经期错后,或阴道不规则出血,或带下伴阴痒,或赤带哂θヒ皆壕驼铩",1
4770,阴部瘙痒阴道分泌物少的患者可将药片蘸上少许凉开水后立即推入。,1
4771,"外用,外阴瘙痒、外阴湿疹:一次2瓶盖,一日2次,涂于阴部患处,15分钟后冲净,或加10倍量温开水洗浴阴部;",1
4772,"5、合瓶有肝病、肾病、心脏病、结核病等疾病者,应向医师咨询。",1
4773,云南白药集团大理药业有限责任公司,1
4774,"用于肾虚挟湿的良性前列腺增生症,症见小便淋漓,腰膝酸软,身疲乏力腰膝酸软小便淋漓[unused1]尚不明确。",1
4775,"4.服药35天症状无缓解,应去医院就诊。",1
4776,"2.服用本品超过1周者,应检查血、尿中汞离子浓度,检查肝、肾功能,超过规定限度者立即停用。",1
4777,4.对幽门螺旋杆菌抑菌效果明显。,1
4778,"1[unused1]抗菌作用实验结果表明,石黄抗菌片对金黄色葡萄球菌、肺炎双球菌、乙型溶血性链球菌、肺炎克雷白杆菌、伤寒杆菌、志贺氏痢疾杆菌、福氏痢疾杆菌、大肠杆菌等细菌均有不同程度的抑制和杀菌作用。",1
4779,用于滴虫、霉菌、细菌引起的阴道炎、外阴炎等,1
4780,"用于体弱气虚,精神倦怠,阴虚咳嗽,阳痿阴虚咳嗽体弱气虚[unused1]口服,一次20毫升,一日2次。",1
4781,"用于外阴炎、外阴溃疡、阴道炎等引起的外阴或阴道充血,肿胀,灼热,疼痛,分泌物增多或局部溃疡、糜烂、瘙痒糜烂[unused1]10g1支盒",1
4782,"本品为糖衣片,除包衣后,显浅棕色至棕褐色;",1
4783,"对照组总有效率为87.5,显效率为5[unused1]52.5,产妇安明显优于对照组,P<0.05。",1
4784,经期停用。,1
4785,"4平素月经量正常,突然出现经量少,须去医院就诊。",1
4786,"8.服药1个月症状去缓解,应去医院就诊;",1
4787,每粒装0.42g,1
4788,"在服用本品期间,如果感到不适要尽快告诉医师或药师。",1
4789,"密封,置避光阴凉处。",1
4790,0.5g12s2板盒。,1
4791,2.孕妇慎服,1
4792,"治疗小便不利,淋漓涩痛,尿血,急性非特异性尿路感染,前列腺炎",1
4793,"大便不实,畏寒肢准,腰膝酸软,阳萎不举[unused1]口服,每次2粒,一日2次。",1
4794,用于慢性乙型病毒性肝炎、肝肾阴虚、湿瘀阻络症。,1
4795,本品为深棕色的栓剂。,1
4796,"口服,一次3片-5片,一日3次。",1
4797,"本品为硬胶囊,内容物为棕褐色或黑褐色颗粒;",1
4798,"本品为硬胶囊,内容物为棕褐色的粉末;",1
4799,5.[unused1]如有生育要求(未避孕)宜经行当日开始服药。,1
4800,"口服,一次10ml,一日2次,月经不调者于月经干净以后服用,十二日为一个疗程。",1
4801,"益母草膏是单方制剂,有活血调经的功效,用于治疗痛经,具有一定的效果,[unused1]但其功效只是活血、通血、作用单一片面,效果自然要差。",1
4802,经药理学及临床证明:本品具有广谱、高效、迅速消炎灭菌、杀虫止痒、祛瘀收敛等作用。,1
4803,"2.[unused1]骑跨式,一脚着地,另一脚着小凳上,右手中指戴上指套,将栓剂尖端向内推入阴道深处,至少一中指深。",1
4804,"用于产后恶露不行,少腹疼痛,也可适用于上节育环后引起的阴道流血,月经过多阴道流血,月经过多。",1
4805,"口服,一次10毫升,一日1次,睡前服。",1
4806,用于女子外阴瘙痒绝经后患者孕期妇女经期[unused1]经期、孕期妇女禁用。,1
4807,"用于斑秃、全秃、普秃及肝肾虚引起的脱发固肾生发丸固肾生发丸:本品为红色的包衣浓缩水蜜丸,除去包衣后,显棕褐色,味甘。",1
4808,每瓶装5克。,1
4809,"用于血虚气滞、下焦虚寒所致的月经不调、痛经[unused1]口服,一次6g,一日2-3次。",1
4810,河南禹州市药王制药有限公司,1
4811,"调经活血,祛瘀生新。",1
4812,"11.请将本品放在儿童过敏者禁用,过敏体质[unused1]清热解毒,泻火燥湿,杀虫止痒。",1
4813,用于妇女卵巢功能衰退更年期综合征,1
4814,5.儿童、年老体弱、孕妇、哺乳期妇女及月经量多者应在医师指导下服用。,1
4815,1.服药时饮食宜清淡。,1
4816,金诃藏药股份有限公司,1
4817,0.6g12s4板,1
4818,"4[unused1]伴有月经紊乱者,应在医师指导下服用。",1
4819,"外用,先将皮肤患处洗净拭干,然后将贴膏上衬纸揭去,将药芯对准患处贴上。",1
4820,11.请将此药放在儿童不能接触的地方。,1
4821,"6片,一日3次。",1
4822,"用于气滞血瘀,湿热蕴结之盆腔炎,症见带下量多,下腹疼痛",1
4823,"用于脂溢性脱发,头皮瘙痒,落屑,油脂分泌过多症小儿脂溢性脱发蝉蜕白鲜皮蝉蜕地黄苦参地肤子防风[unused1]每片重0.3g",1
4824,忌食生冷油腻。,1
4825,"用于更年期潮热汗出,眩晕耳鸣,烦躁失眠更年期眩晕心脏病、糖尿病、肾病补肝肾延缓衰老改善睡眠安神养心降低血压调节心律。",1
4826,"11[unused1]如正在使用其他药品,使用本品前请咨询医师或药师。",1
4827,"口服,一次1115粒,一日１２次。",1
4828,"口服,一次10g,一日两次。",1
4829,"调节肌体局部组织代谢机能,促进病灶肤色和细胞组织及特性的恢复。",1
4830,3.肝肾阴虚气滞不运所致的胸胁疼痛胸腹胀满咽喉干燥舌无津液者慎用,1
4831,"4、一般服药一个月经周期,其症状无改善,应去医院就诊。",1
4832,50ml支。,1
4833,"口服,一次2片,一日2次。",1
4834,"口服,一次3-4粒,一日3次,一个月经周期为一疗程,连续服用3个疗程。",1
4835,"用于气虚血少,月经不调,经期后延,行经小腹冷痛或经后小腹空痛",1
4836,本品为灰黑色的水丸;,1
4837,"味苦薄膜衣片,除去薄膜衣后显示棕色或黑棕色;",1
4838,"6[unused1]严格按用法用量服用,本品不宜长期服用。",1
4839,"用于湿热瘀阻所致妇女带下,色黄质粘稠带下,色黄质粘稠或如豆渣状[unused1],气臭,少腹,腰骶疼痛,舌暗苔黄腻等症及慢性盆腔炎[unused1]用于湿热瘀阻所致妇女带下病",1
4840,0.26g72片盒,1
4841,深圳市佳泰药业有限公司,1
4842,一次60粒。,1
4843,"用于肝肾阴虚所致的头痛,头晕,目眩,口苦咽干,舌红苔少,脉弦,视力、听力减退,腰酸乏力,脱发,白发;",1
4844,能抑制巴豆油所致小鼠耳肿胀及大鼠甲醛性足肿胀。,1
4845,"中[unused1]医:益肾,活血,软坚散结。",1
4846,"用于瘀热蕴结所致的带下病,症见:带下量多,色黄,少腹疼痛;",1
4847,慢性宫颈糜烂孕妇及月经期禁用。,1
4848,"用于妊娠后漏下不止,胎动不安[unused1]药用复合膜,4g6袋。",1
4849,本品为黄棕色至棕褐色的浓缩水丸;,1
4850,0.3g10s6板,1
4851,3[unused1]作用:前列安通片有显著抑制二甲苯所致耳廓炎症的作用。,1
4852,用于肾虚精亏所致的阳痿不育、遗精早泄、腰痛、尿后余沥[unused1]尚不明确。,1
4853,0.57g60片,1
4854,合剂(口服液),1
4855,"8.长期服用,应向医师咨询。",1
4856,"口服,一次3粒,一日3次,或遵医嘱。",1
4857,滋阴清热解毒消肿。,1
4858,对月经不调、月经过多、闭经等疗效突出。,1
4859,"本品主要成份为莪术油(含20多种化学成份)和冰片等,经现代药理学研究具有如下作用:一、莪术油莪术油(含20多种化学成份)和冰片等,经现代药理学研究具有如下作用:一、莪术油的作用:(一)广谱抗病原微生物、抗炎作用:1抗霉菌作用:莪术油对白色念珠菌的生长繁殖有极强的抑制作用;",1
4860,9、请将该品放在儿童不能接触的地方。,1
4861,湖南省回春堂药业有限公司,1
4862,6、儿童、年老体弱、孕妇、哺乳期妇女及月经量多者应在医师指导下服用;,1
4863,"本品为硬胶囊,内容物为黄棕色至棕色粉末;",1
4864,用于肾虚阳衰引起的阳痿、早泄。,1
4865,"铝塑复合膜袋装,10g6袋盒。",1
4866,"6.服药3天症状无缓解,应去医院就诊;",1
4867,"疏肝解郁,化痰散结,活血止痛。",1
4868,0.45g24粒盒,1
4869,抑制二磷酸腺苷诱导的家兔、大鼠血小板聚集;,1
4870,2.妇女经期、哺乳期及月经过多者慎用。,1
4871,"口服,一次3克,一日2次。",1
4872,肝肾功能不全、造血系统疾病、月经期、孕妇及哺乳期妇女肝肾功能不全、造血系统疾病、月经期、孕妇及哺乳期妇女禁用。,1
4873,"用于贫血衰弱补血助气,调经。",1
4874,主治妇女病:气血两虚或肝肾两虚的月经量少、后错;,1
4875,"清热泻火,利水通淋。",1
4876,用于肾虚夹瘀所致的腰痠腿软、小腹胀痛、白带量多;,1
4877,"一次4片,一日2次,或遵医嘱。",1
4878,"铝塑板,415片板盒。",1
4879,"用于气血两虚所致的月经不调,症见月经周期错后、行经量少、精神不振、肢体乏力[unused1]非处方药物(甲类),国家基本药物目录",1
4880,18岁以下患者禁用。,1
4881,"塑料壳蜡封,6.25g10盒盒。",1
4882,"本品为硬胶囊,内容物为棕黄[unused1]色的粉末;",1
4883,"本品具有舒肝清热,健脾养血舒肝清热,健脾养血的功效,用于肝郁血虚,肝脾不和,两胁胀痛,头晕目眩两胁胀痛,头晕目眩,倦怠食少,月经不调,脐腹胀痛月经不调[unused1]复合膜袋装,每袋装6克,每盒装10袋。",1
4884,"口服,一次2片,一日3次。",1
4885,6g9袋(德众),1
4886,"用于腰膝酸痛,阳痿遗精,耳鸣目眩,肌体瘦弱,食欲减退",1
4887,有增强豚鼠在体子宫的收缩活动趋势。,1
4888,5、外阴白色病变、糖尿病所致的瘙痒不宜使用。,1
4889,"口服,一次1瓶(4克)2瓶(8克),一日23次。",1
4890,槐花、白茅根有抗菌、利尿作用;,1
4891,本品为黑褐色至黑色的大蜜丸;,1
4892,糖尿病者慎用。,1
4893,"6各种流产后腹痛伴有阴道出血,服药一周无效者应去医院就诊。",1
4894,"本品为薄膜衣片,除去薄膜衣后显棕色;",1
4895,1、忌食生冷食物。,1
4896,6.有生育要求(未避孕)宜经行当日起服用至痛经缓解;,1
4897,"用于附件炎、盆腔炎[unused1]清热解毒,消肿散结。",1
4898,"用于肾寒肾虚,腰腿疼痛,小腹胀满,头昏眼花,耳鸣。",1
4899,个别患者出现上腹不适、隐痛。,1
4900,"本品为胶囊剂,内容物为棕褐色至棕黑色的粉末;",1
4901,2.新生儿、婴幼儿禁用。,1
4902,用于咽喉肿痛,1
4903,"高密度聚乙烯瓶,60粒瓶。",1
4904,"用于产后恶露不行,少腹疼痛,也可[unused1]试用于上节育环后引起的阴道流血,月经过多[unused1]0.85g24片盒",1
4905,"用于气血亏虚,肝肾不足,贫血,神经衰弱",1
4906,"10.用药7天症状无缓解,应去医院就诊。",1
4907,"养血补气,调经止痛。",1
4908,"本品为糖衣片,除去糖衣后显深褐色;",1
4909,"用于霉菌性阴道炎,宫颈糜烂[unused1]本品有特臭。",1
4910,孕妇斑秃、全秃,1
4911,"用于湿热下注,白带量多湿热下注湿热下注[unused1]尚不明确。",1
4912,(不超过20),1
4913,"用于湿热下注所致的带下病、[unused1]瘙痒异味、各种阴道炎,纯中药制剂,安全、温和、无刺激",1
4914,"开水冲服,一次[unused1]15g,一日2次。",1
4915,6g6袋,1
4916,"一次15丸,一日3次。",1
4917,贵州百灵企业集团和仁堂药业有限公司,1
4918,"本品为薄膜衣片,除去薄膜衣后显黄褐色至棕褐色;",1
4919,10ml10瓶盒,1
4920,2.若有皮肤过敏妇科病湿疹可用),1
4921,用于肝肾不足、气血亏虚所致的头发早白[unused1]口服。,1
4922,"用于肝气不舒,胸胁胀痛,头晕目眩,食欲减退,月经不调,乳房胀痛或伴见颜面黄褐斑片剂(薄膜衣)",1
4923,12、本品性状发生改变时禁止使用。,1
4924,5g18袋,1
4925,10丸,1
4926,"彝医:西弗色哩哩诺奴诺,夫撒凯奴、吐土习。",1
4927,用于血热妄行所致的月经过多、崩漏、吐血、衄血、咯血、尿血、便血、血色鲜红或紫红;,1
4928,益母草有行气活血活血瘀作用。,1
4929,2.不宜和外感药同时服用。,1
4930,体虚胃寒者尿急、尿痛、尿短、腰痛、小腹坠胀等症,1
4931,用于痔疮出血、月经过多、偏食等原因所致的缺铁性贫血贫血,1
4932,"本品为硬胶囊,内容物为绿色的颗粒和粉末;",1
4933,糖尿病患者慎用。,1
4934,"3.服药期间宜食清淡,忌食生冷、辛辣、油腻之品,戒烟酒。",1
4935,"益气养血,活血祛瘀。",1
4936,9g6袋盒。,1
4937,"一次4片,一日2",1
4938,"1.少数患者可能出现阴茎、阴囊皮肤瘙痒、局部皮疹,一般停药后可消失。",1
4939,"本品为糖衣片,除去糖衣,片心呈棕褐色;",1
4940,"10、儿童月经量少,或月经错后感冒时不宜服用本药。",1
4941,"用于血虚气滞、下焦虚寒所致的月经不调、痛经,症见行经后错、经量少、有血块、小腹疼痛、经行小腹冷痛喜热、腰膝痠痛儿童过敏体质者[unused1]非处方药物(甲类),国家医保目录(甲类),国家基本药物目录",1
4942,小儿酌减;,1
4943,"用于肾阳亏损,阳痿早泄,腰膝酸软,遗精自汗,畏寒肢冷,神疲乏力[unused1]30片盒",1
4944,"活血调经,行气止痛。",1
4945,"用于肝郁养血柔肝,理气调经。",1
4946,内容物为棕褐色的粉末;,1
4947,"本品为黑褐色至黑色的水蜜丸,味甜、微苦。",1
4948,"用于气血两亏,崩漏下血,体虚羸弱,血小板减少及贫血[unused1]每粒装0.3g",1
4949,丸剂(浓缩水蜜丸或浓缩水丸),1
4950,用于热淋所致的尿频小腹坠胀等症,1
4951,"用于月经错后,胸胁胀痛,小腹冷痛孕妇[unused1]口服。",1
4952,0.45g12片2板,1
4953,12片板3板袋1袋盒,1
4954,"治疗前列腺肥大、前列腺增生,见小便量少,热赤不爽等症",1
4955,"铝塑复合袋,3g袋5袋盒。",1
4956,"气微,味苦、酸、微涩味苦气微,味苦、酸、微涩。",1
4957,"用于肝肾不足,气血亏损,体质虚弱,遗尿遗精,阳痿早泄",1
4958,"用于湿热下注,白带过多,盆腔炎生冷",1
4959,味甜、微苦,1
4960,6.伴有尿频老年痴呆症患者慎用。,1
4961,本品为棕色至棕黑色的滴丸;,1
4962,2、在医生的指导下使用。,1
4963,"用于慢性非特异性前列腺炎属湿热下注,瘀血阻滞证者,症见尿频、尿急、尿首这灼热涩痛,尿浊,尿道口滴白,舌黯或红或有瘀点瘀斑,苔薄黄[unused1]尚不明确。",1
4964,2.未婚妇女禁用。,1
4965,"7.方中含有赤芍,不宜与含藜芦赤芍,不宜与含藜芦的药物同用。",1
4966,"用于气血凝滞,小腹胀疼,经期腹痛[unused1]贵州光正制药有限责任公司",1
4967,"用于气滞血瘀所致乳癖,乳腺小叶增生,卵巢囊肿,子宫肌瘤[unused1]云南良方制药有限公司",1
4968,"用于毒疮恶疮,痈疽发背,鼠疮瘰疠,乳痈乳炎[unused1]外用药物,中药保护品种二级",1
4969,"本品为处方药,必须在医生指导下使用;",1
4970,"用于气血凝滞,小腹胀疼,经期腹痛糖衣浓缩丸,除去糖衣后,显黑棕色至黑褐色;",1
4971,"本品为胶囊剂,内容物为黄棕色至棕褐色粉末;",1
4972,"纯中药制剂复方益母片,改变以往以益母草为成份的单方制剂,采用了科学方法,以当归、川芎、木香与益母草配伍成复方制剂,气血标本兼顾,攻补兼施,明显改进了药物质量,提高了药物疗效并迅速起效。",1
4973,"据研究,阿胶含有多种蛋白质、氨基酸、钙等,对缺血性动物的红细胞、血红蛋白及红细胞压积有显著的促进作用。",1
4974,"1、交叉过敏反应,对乙硫异烟胺、吡嗪酰胺、烟酸或其他化学结构有关药物过敏者也可能对本品过敏。",1
4975,"清热解毒,化瘀行滞,除湿止带,本品用于月经不调,痛经,附件炎,阴道炎,子宫内膜炎及盆腔炎等妇科炎症过敏者禁用,过敏体质者慎用;",1
4976,"用于气血两亏,经期腹痛过敏体质者慎用。",1
4977,"症见月经期小腹胀痛拒拨,经血不畅,血色紫黯成块,乳房胀痛,腰部酸痛[unused1]尚不明确。",1
4978,"一次68粒,一日3次。",1
4979,七天为一疗程。,1
4980,"2[unused1]改善精液的异常,男宝可以通过促进精子的生成,提高精子的活动能力,促进生精细胞明显增长,并使精子数量增多,精子存活率提高等而来提高男性生育能力。",1
4981,"3服药1周症状无改善,或伴有其他疾病者,应去医院诊治。",1
4982,1、药效学实验表明:本品具有明显的抗炎镇痛作用同时能促进生殖系统微循环化解体内肿块并有增强免疫力的作用2、体外试验显示:对致病性大肠杆菌金黄色葡萄球菌具有明显的抑制和杀灭作用3、毒理试验表明:该药安全可靠副作用临床服用剂量均为安全。,1
4983,每10丸重2.3g,1
4984,"用于瘀血内停所致的小腹胀痛,经色紫黯有块,以及子宫壁间肌瘤及浆膜下肌瘤",1
4985,5.疼痛严重者应及时去医院就诊;,1
4986,"4.本品不宜长期服用,服药2周症状无缓解,应去医院就诊。",1
4987,本品为棕褐色至黑褐色的浓缩水丸;,1
4988,"临床试验中,个别患者出现恶心、呕吐等消化道症状,尚不能排除与受试药物的关系。",1
4989,"本品为硬胶囊,内容物为黄棕色至棕褐色的粉末;",1
4990,"用于妇女清热凉血,活血止痛。",1
4991,本品为棕黑色的栓剂。,1
4992,山东凤凰制药股份有限公司,1
4993,"口服,一次35粒,一日3次。",1
4994,"人参、狗肾、鹿鞭、鹿茸,共研细粉。",1
4995,"用于气血两亏,体虚无力,月经不调,经期腹痛[unused1]请遵医嘱。",1
4996,2.经期忌食生冷饮食。,1
4997,"口服,一次5克,一日2次。",1
4998,"用于产后恶露不净,小腹疼痛,胎盘残留及功能性子宫出血活血化瘀,温经止痛[unused1]中药保护品种二级",1
4999,"20天为一疗程,或尊医嘱。",1
5000,0.31g60粒盒,1
5001,西藏金珠雅砻藏药有限责任公司,1
5002,妊娠及哺乳期妇女禁用。,1
5003,用于月经量少祛瘀生新。,1
5004,"一次2-4粒,一日3次。",1
5005,"清热,利湿,通淋。",1
5006,"使用本品后,偶见全身发痒。",1
5007,"清热利湿,活血散结,适用于慢性前列腺炎湿热挟痰[unused1]清热利湿,活血散结。",1
5008,"用于热淤蕴结下焦所致的轻、中度癃闭,见排尿不畅、尿流变细、小便频数、可伴有尿急、尿痛或腰痛;",1
5009,可防治宫颈癌的发生。,1
5010,医师和药师可能对服用金锁固精丸应注意事项具有更多的信息。,1
5011,连续服用14天为一疗程。,1
5012,3.月经过多,1
5013,"铝塑,18片板4板盒。",1
5014,本品为土黄色至棕色的颗粒;,1
5015,"用于疲乏无力,心慌气短,行经腹痛,经血不畅[unused1]孕妇慎用。",1
5016,"补肾固本,用于腰膝酸软、尿后淋漓不尽[unused1]如与其他药物同时使用可能会发生药物相互作用,详情请咨询医师或药师。",1
5017,"扶正固本,益肾利尿。",1
5018,"铝塑包装,12片板x2板盒。",1
5019,"每丸重9克,9克x10丸",1
5020,"消炎,止痛。",1
5021,"用于妇女湿热带下,症见阴部瘙痒红肿,带下量多、色黄或如豆渣状,口苦口干,尿黄便结;",1
5022,用于慢性前列腺炎湿热壅阻证。,1
5023,"用于产后血瘀腹痛,恶露不尽[unused1]忌食生冷之物。",1
5024,"如与其他药物同用可能发生相互作用,详情请咨询医师或药师。",1
5025,用于月经量少[unused1]尚不明确。,1
5026,"密封,遮光。",1
5027,8.禁用于冠状动脉搭桥手术围手术期疼痛的治疗。,1
5028,"5、按照用法用量服用,长期服用应向医师咨询。",1
5029,"补肾壮阳,强心健身。",1
5030,"宫瘤宁胶囊为胶囊剂,内容物为棕褐色颗粒;",1
5031,"用于更年期潮热汗出,眩晕耳鸣,烦躁失眠[unused1]河南天汇药业有限公司",1
5032,"药用铝塑泡罩包装,12粒板4板盒。",1
5033,5.[unused1]青春期少女及更年期妇女应在医师指导下服药。,1
5034,"4.青春期少女心脏病、肾病,糖尿病或正在接受其他治疗者,均应在医师指导下服用。",1
5035,2.本品在高温下受热易融化变形。,1
5036,清热泻火、利水通淋。,1
5037,6、儿童及岁以上老人尚无临床研究资料。,1
5038,"益气,调经益气,调经。",1
5039,"铝塑泡罩包装,每板装20片,每盒装3板。",1
5040,"口服,一次3.5-7g,一日2次,或遵医嘱。",1
5041,"清热,安胎,用于孕妇头痛,眩晕、口鼻生疮,咽喉肿痛,双目赤肿,牙龈疼痛,或胎动下坠,小腹作痛等症",1
5042,"本药内所含甘草,反甘遂、大戟、海藻、芫花忌与含甘遂、大戟、海藻、芫花的药物同用。",1
5043,"2.偶见转氨酶、尿素氮轻度升高,心电图改变,尿中出现红细胞,目前尚不能肯定是由于本药所致。",1
5044,"7.[unused1]按用法用量使用,增加用量用次,或长期使用,应向医师咨询。",1
5045,莲须、莲子沙苑子有增强机体免疫功能及抗炎作用;,1
5046,"杀虫,消炎。",1
5047,"慢性肾功能衰竭,症见:恶心,呕吐,纳差,腹胀,身重困倦,尿少,浮肿,苔厚腻",1
5048,温热后服用。,1
5049,上海雷允上封浜制药有限公司,1
5050,动物体内实验结果提示有一定的抑制非特异性炎症的作用。,1
5051,"本品为胶囊剂,内容物为棕黄色至棕褐色颗粒,气芳香,味甘,微酸。",1
5052,"用于气血血瘀所致的月经不调、痛经、癥瘕,症见行经后错、经量少、有血块、经行小腹疼痛、附有癥块;",1
5053,"每板装10粒,每盒装3板。",1
5054,"能显著性地升高白细胞的数目、升高血压,防止失血性休克。",1
5055,"7对本品过敏者禁用,过敏体质者慎用。",1
5056,3.糖尿病患者应在医师指导下服用。,1
5057,慢性盘腔炎及阴道炎[unused1]广西桂西制药有限公司,1
5058,"本品为黑色水丸,气芳香,味甘、辛、微苦。",1
5059,"用于失血过多,面色萎黄,月经不调,小腹冷痛,胎漏胎动,痔漏下血补血调经,止血安胎[unused1]口服,一次1袋,一日2次;",1
5060,益气养血。,1
5061,本品对雌二醇所致的小鼠乳腺增生有抑制作用;,1
5062,"苗医:巢窝讲港,布发讲港。",1
5063,固精涩精浓缩丸丸剂[unused1]200丸瓶盒。,1
5064,勿与浓茶同服;,1
5065,"血液流变学表明,新生化颗粒通过降低血浆纤维蛋白原浓度,增加血小板细胞表面电荷,促进细胞解聚,降低血液粘度,达到抗血栓[unused1]尚不明确。",1
5066,"用于治疗湿热下注所致的阴痒,带下,症见阴部瘙痒,带下量多,色黄有味等;",1
5067,"本品为糖衣浓缩丸,除去糖衣后,显黑棕色至黑褐色;",1
5068,"铝塑板,10粒板2板。",1
5069,10.本品性状发生改变时禁止使用;,1
5070,大蜜丸:每丸重9g;,1
5071,4.[unused1]高血压、心脏病、肝病、糖尿病、肾病等慢性病患者应在医师指导下服用。,1
5072,0.25g36粒盒,1
5073,"用于脾肾阳虚、瘀血阻滞所致的月经不调、闭经、痛经、不孕,症见月经后错、经水量少、有血块、行经小腹冷痛、经水日久不行、久不受孕、腰膝冷痛月经后错、经水量少温肾健脾,活血调经。",1
5074,偶见恶心、呃逆、腹痛。,1
5075,"用于肾虚所致的体质虚弱,腰背酸痛,头晕,心悸健忘,虚汗,畏寒失眠,面色苍白,气虚食减",1
5076,0.360粒,1
5077,用于产后乳汁不下[unused1]非处方药物(乙类),1
5078,"药用PVC硬片,铝箔包装,0.3g12粒1板盒。",1
5079,50mg20丸12袋盒。,1
5080,"0.6g12片2板3盒[unused1]调经养血,顺气化瘀。",1
5081,9g12袋盒,1
5082,"用于瘀血阻络、肾失所养所致的月经不调,症见经水后错活血养血,益肾[unused1]非处方药物(甲类)",1
5083,"药理试验表明,香附可抑制子宫平滑肌运动,降低其张力,有轻度雌激素样作用;",1
5084,康县独一味生物制药有限公司,1
5085,"用于瘀血内阻,头痛或胸痛,内热瞀闷,失眠多梦,心悸怔忡,急躁善怒[unused1]用于冠心病、脑外伤、中风、跌打损伤或者盆腔瘀血等",1
5086,12s6板盒。,1
5087,塑料球壳装。,1
5088,"用于月经量少、后错,经来腹痛[unused1]本品为棕黄色至棕褐色的颗粒;",1
5089,9.[unused1]药品性状发生改变时禁止服用。,1
5090,本品为棕褐色的粘稠液体;,1
5091,本品是一种妇科专用新药。,1
5092,"4、平素月经正常,突然出现经量过多、经期延长,或月经过少、经期错后,或阴道不规则出血者应去医院就诊;",1
5093,0.6克36片盒,1
5094,"用于经期下腹冷痛,量少不畅",1
5095,"少数患者服药后胃脘部不适,一般不影响继续用药;",1
5096,"本品为硬胶囊,内容物为棕褐色;",1
5097,"使用前先装上导管,振摇均匀,倒置容器,将导管轻轻插入阴道约7cm,揿压阀门,以泡沫刚好溢出阴道口为准。",1
5098,"养血活血,行气止痛,用于气滞血瘀兼血虚所致月经不调、痛经,症见经行错后、经水量少[unused1]如与其他药物同时使用可能会发生药物相互作用,详情请咨询医师或药师。",1
5099,"用于气血两亏,体质虚弱,精力不足,阳痿、早泄",1
5100,"铝塑板及纸盒装,0.2g72丸盒。",1
5101,10.请将乌鸡白凤丸放在儿童不能接触的地方。,1
5102,乳腺增生乳房肿块[unused1]乳房疼痛[unused1]胸胁胀满,1
5103,"0.35g36粒盒[unused1]清热利湿,凉血止血。",1
5104,0.38g48片盒,1
5105,"用于月经不调,行经腹痛,四肢无力,子宫寒冷,赤白带下,久不受孕,骨蒸劳热,产后腹痛[unused1]如正在服用其他药品,使用本品前请咨询医师或药师。",1
5106,"10、如正在使用其他药品,使用本品前请咨[unused1]询医师或药师。",1
5107,"1.暴发火眼者忌用,其表现为眼白充血发红[unused1]铝塑包装,每盒24粒。",1
5108,"月经过多者于经前2天或来经时开始服药,经期延长者于第3天服药。",1
5109,0.3g20粒3板,1
5110,用于滴虫性阴道炎、霉菌性阴道炎或细菌性阴道病所致的阴痒带下,1
5111,"1.本品为外用制剂,严禁口服。",1
5112,桂林中族中药股份有限公司,1
5113,"一次3-5片,一日3次;",1
5114,5.孕妇应在医师指导下服用。,1
5115,"用于先兆流产,习惯性流产及因流产引起的不孕症预防堕胎和小产的作用,一经确证妊娠后,立即服[unused1]用,用至既往流产时最长妊[unused1]娠时间,再巩固一个月。",1
5116,"服药后可能出现恶心、消化不良恶心、消化不良、失眠,一般不需要停药可自行缓解。",1
5117,"用于带下湿热证,症见腰腹坠胀,口苦,口干,尿黄,便干,阴痒宫颈炎康栓1粒,戴上指套,平躺,弯曲双膝,药栓尖端向内,用手指将药栓置于阴道后穹隆。",1
5118,5g45袋盆。,1
5119,"药理试验表明,本品对雌二醇所致的家兔乳腺增生、雌二醇和黄体酮所致的大鼠乳腺增生具有抑制作用;",1
5120,"口服,一次10-20丸,一日23次,小儿及体弱者按量酌减或遵医嘱。",1
5121,"用于中老年男子衰老体弱[unused1]密闭,置阴凉处。",1
5122,"用于肾虚,阳痿,早泄,遗精,性欲减退阳痿[unused1]每粒装0.4g",1
5123,"气微香,味涩,微苦。",1
5124,"软坚散结,清热解毒,活血止痛,用于乳癖气滞血瘀症,症见乳房结块,胀痛,压痛,乳腺囊性增生[unused1]辽宁玉皇药业有限公司",1
5125,"开水冲服、一次2-3袋,一日2-3次。",1
5126,"用于产后恶露不行,少腹疼痛,也可用于上节育环后引起的阴道流血,月经过多阴道流血,月经过多",1
5127,0.6g36s(前沥达)(片剂)[unused1]清热利湿、散结祛瘀。,1
5128,"饭后服,每次3粒,一日2次;",1
5129,"塑料球壳装,每盒装10丸。",1
5130,"本品为胶囊剂,内容物为浅灰黄色的粉末,气微香,味微甘。",1
5131,偶见消化道反应及月经过多。,1
5132,"用于血虚气滞、下焦虚寒所致的月经不调、痛经,症见行经后错、经量少、有血块、小腹疼痛、经行小腹冷痛喜热、腰膝痠痛[unused1]非处方药物(甲类),国家医保目录(甲类),国家基本药物目录",1
5133,"6.[unused1]各种流产后腹痛伴有阴道出血,服药1周无效者应去医院就诊。",1
5134,0.6g24片盒,1
5135,"一般高龄患者的生理功能有所下降,应慎重用药。",1
5136,辽宁华鑫药业有限公司,1
5137,"活血化瘀,利尿消肿。",1
5138,3.糖尿病患者及有高血压、心脏病、肝病、肾病等慢性病严重者应在医师指导下服用。,1
5139,15g6袋,1
