index,text
"5、各种流产后腹痛伴有阴道出血,服药一周无效者应去医院就诊。",1
"3,不宜和感冒类药同时服用。",1
肾脏病患者、孕妇、新生儿禁用。,1
据文献报道临床偶有心动过速、过敏反应、皮疹、头晕头痛、呃逆、震颤、呼吸困难、恶心、视觉异常、肝功能异常、尿潴留等。,1
4.[unused1]高血压、心脏病、肝病、糖尿病、肾病等慢性病患者应在医师指导下服用。,1
"肾功能不良消化道不适,一般可自行缓解。",1
"用于肾虚不固,遗精滑泄,神疲乏力,四肢酸软,腰痛耳鸣。",1
"5.服药2周症状无缓解,应到医院诊治。",1
"活血,调经,止痛",1
2.脾肾阳虚孕妇禁用;,1
"理气,活血,止痛之功效。",1
"用于气阴两亏,心悸气短,自汗",1
"阴虚火旺者,症见潮热面红、自汗盗汗、心烦不宁、失眠多梦、头晕耳鸣、腰膝酸软、手足心热;",1
"少数患者服药后出可出现轻度恶心,上腹部饱胀不适等胃肠道反应,可改为饭后服。",1
"温开水冲服,一次10g,一日3次。",1
本品为深褐色的小蜜丸;,1
12、本品性状发生改变时禁止使用。,1
30天为一个疗程。,1
"用于脾肾两虚所致的月经不调、带下病,症见月经先后不定期、量多、色淡无块,或带下量多、色白清稀、神疲乏力、腰膝痠软[unused1]尚不明确。",1
"用于气血两亏、肾虚所致的月经不调、经血量少、后错,经期腹痛",1
"铝塑包装,0.38克粒,30粒盒。",1
12、服用前应除去蜡皮、塑料球壳;,1
"药品包装用复合膜,每盒装14片,内附给药指套14个",1
"滋补肝肾,养血生发。",1
"坤复康胶囊可提高小鼠痛阈,减少醋酸所致扭体反应次数,抑制二甲苯性耳肿胀,降低腹腔毛细血管通透性,抑制大肠杆菌、白色念珠菌生长,表明坤复康胶囊具有镇痛、抗菌、抗炎坤复康胶囊具有镇痛、抗菌、抗炎等作用,为临床妇科疾病的治疗提供了理论依据。",1
"用开水吞服,一日3-4次,一次1-2粒。",1
"3.对中枢神经系统的影响:本品对中枢神经呈双向调节作用,既能兴奋中枢神经,振奋精神,消除疲劳;",1
"1,忌辛辣,生冷,油腻气血两亏,气虚体弱,肢体劳倦。",1
"铝塑板,415片板盒。",1
"用于老年阳虚,腰膝酸软,畏寒肢冷,肾虚尿频,妇女血亏,带下血亏",1
"用于久病气血两虚所致的体虚乏力、面黄肌瘦、头晕目眩、月经过少[unused1]滋阴补血、健脾益气、调经养血,用于月经不调",1
"用于气血两虚、气滞血瘀所致的月经不调,症见月经提前、月经错后、月经量多、神疲乏力、行经腹痛水蜜丸)",1
5抗炎作用:对巴豆油、角叉菜胶所致小鼠局部炎症有抗炎作用。,1
"口服,一次4~6粒,一日3次",1
"每次6克,一日两次。",1
"补血健脾,止带。",1
片芯重0.35g(相当于饮片1.2g),1
"用于产后恶露不行,少腹疼痛也可适用于上节育环后引起的阴道流血,月经过多[unused1]用于产后恶露不行,少腹疼痛,也可用于上节育环后引起的阴道流血,月经过多",1
用于阴道炎证[unused1]尚不明确。,1
"2.临床试验中,少数患者使用本品后出现ALT、BUN以及尿白细胞、尿红细胞以及外周血象轻度异常变化,未[unused1]能肯定是本品引起的病理变化。",1
"8.请将本品放在儿童[unused1]如与其他药物同时使用可能会发生药物相互作用,详情请咨询医师或药师。",1
0.56g24s盒。,1
"先按图1撕取1粒,再按图2沿栓粒顶部两层铝箔间剥开,取出栓粒,塞入肛门。",1
"补肾填精,益气培元。",1
"用于产后恶露不行,少腹疼痛,也可用于上节育环后引起的阴道流血,月经过多[unused1]尚不明确。",1
味略苦。,1
"用于月经量少,产后腹痛淀粉[unused1]口服,一次3~6粒,一日3次。",1
"4.[unused1]平素月经量正常,突然出现经量少,须去医院就诊。",1
江苏颐海药业有限责任公司,1
"用于产后恶露不行,少腹疼痛,也可试用于上节育环后引起的阴道流血,月经过多[unused1]用于产后恶露不行,少腹疼痛,也可用于上节育环后引起的阴道流血,月经过多[unused1]1、当药品性状发生改变时禁止服用。",1
"一次10克(1袋),一日2次;",1
9.请将本品放在儿童成人泽泻[unused1]滋阴补肾。,1
1、儿童、孕妇禁用;,1
"药用塑料瓶包装,45粒盒。",1
1、忌生冷及油腻难消化的食物;,1
"用于乳腺增生症,属肝气郁结,痰瘀阻滞证后者,症见乳腺肿块,胀满疼痛[unused1]本品为胶囊剂,内容物为棕褐色的颗粒及粉末;",1
7.青春期少女及更年期妇女应在医师指导下服用;,1
"纯中药制剂复方益母片,改变以往以益母草为成份的单方制剂,采用了科学方法,以当归、川芎、木香与益母草配伍成复方制剂,气血标本兼顾,攻补兼施,明显改进了药物质量,提高了药物疗效并迅速起效。",1
"舒肝解郁,散结消肿。",1
"9克丸,9克次,2次日,温开水加黄酒少许空腹冲服。",1
"个别患者服药后偶尔出现轻微头晕,是否与服用本品有关尚不确定。",1
"病情重者,一天3-4次。",1
"偶见胃脘不适者,一般不影响继续治疗。",1
"4.青春期少女心脏病、肾病,糖尿病或正在接受其他治疗者,均应在医师指导下服用。",1
2.孕妇及糖尿病患者服用时请向医师咨询。,1
30g[unused1]孕妇忌贴腰部和腹部。,1
"男子阳衰,精寒无子,遗精阳瘘,举而不坚;",1
18片盒,1
4.经期延长超过7天应去医院就诊。,1
"补肾益肝,健肾生发,用于肾虚脱发,肾虚腰痛,慢性肾炎,神经衰弱",1
"用于月经不调,腰腹疼痛,赤白带下,精神倦怠,饮食减少[unused1]尚不明确。",1
孕妇月经不调及产后子宫出血子宫收缩药。,1
功能失调性子宫出血、子宫肌瘤出血及多种出血症、单纯性紫癜、原发性血小板减少性紫癜[unused1]子宫疾病用药,1
"用于腰酸腿软,阳痿遗精,头晕眼花,耳鸣耳聋,心悸失眠,食欲不振[unused1]益肾填精,养心安神。",1
"对湿热外邪所致腰痛忌用,也不适用于淤血腰痛或其他实邪所致腰痛。",1
丸剂(水丸丸剂(水丸),1
北京御本堂药业有限公司,1
"一次4~6片,一日2~3次。",1
"本品为硬胶囊剂,内容物为棕色至深棕色的粉末;",1
10.[unused1]药品性状发生改变时禁止使用。,1
"口服,一次20~40克,一日2次。",1
2、合并有心血管、脑血管、肝、肾和造血系统等严重原发性疾病以及精神病患者未见相关研究资料。,1
"口服,一次5粒,一日2次,月经来潮前2天开始服用,7天为一疗程。",1
本品为暗红色的澄清液体;,1
"2、患有糖尿病或其他疾病者,应在医师指导下服用。",1
"亦用于慢性前列腺炎湿热蕴结兼瘀血证,症见小便频急,尿后余沥不尽,尿道灼热,会阴少腹腰骶部疼痛",1
"铝塑泡罩,每板装12片,每盒装3板。",1
0.45g24粒,1
每瓶装50ml,1
"本品为薄膜衣片,除去薄膜衣后显浅棕褐色;",1
清热利湿。,1
"口服,一次10粒,一日2次,淡盐水或白开水送服。",1
"药用铝塑泡罩包装,10粒板6板袋1袋盒。",1
"用于产后瘀血不净,少妇腹痛。",1
用于急、慢性前列腺炎、尿路感染、膀胱炎等泌尿系统疾病[unused1]广州一品红制药有限公司,1
"7.服药二周或服药期间症状无改善,或症状加重,或出现新的严重症状,应立即停[unused1]药并去医院就诊。",1
"1.本品与处方使用了洋金花,含有茛菪碱类物质,应严格掌握剂量和疗程,需在医生指导下使用;",1
"1,忌辛辣、生冷、油腻食物。",1
对毛果云香碱所致大鼠汗腺分泌有一定的抑制作用。,1
用于肾阳不足所致的腰膝酸软、头晕耳鸣、遗精早泄[unused1]尚不明确。,1
"活血,祛瘀、止痛。",1
1.服药期间忌食酸、冷和辛辣食品。,1
用于体虚、阳痿肾寒[unused1]口服。,1
"11.如正在使用其他药品,使用该药品前请咨询医师或药师[unused1]活血调经。",1
餐后1小时服用。,1
48个月,1
出血性疾病患者慎用。,1
"铝塑包装,12粒板1板盒。",1
"PVCLDPE药用复合硬片包装,每板7粒,每盒1板。",1
重庆三峡云海药业股份有限公司,1
"为糖衣片,除去糖衣后显棕褐色;",1
"一次一袋,一日3次。",1
成都九芝堂金鼎药业有限公司,1
0.3g100片瓶,1
"用于肾阴虚所致的绝经前后诸证,症见烘热出汗,眩晕耳鸣手足心热、烦躁不安;",1
每瓶装200克;,1
本品为棕褐色或棕黑色水蜜丸。,1
给药时应洗净双手或戴指套。,1
白芍有良好的镇痛、解痉、增强细胞免疫功能;,1
8.如正在服用其他药品。,1
"3、佐以理气,气为血帅,气行血畅。",1
3.静脉推注:一次5~20毫升(用5~10葡萄糖注射液20毫升稀释后使用)。,1
"口服苦参粉胶囊或苦参片,可治疗人肠滴虫,成人按生药剂量每次1.2~4片,每日3次,小儿酌减。",1
"用于血瘀所致的月经不调,症见经水量少改善微循环:益母草能使肠系膜微循环障碍的大鼠微血流从粒状变成线状,闭锁的毛细血管重新开放。",1
用于肝肾两亏、气血不足之风湿久痹、腰膝冷痛、关节不利[unused1]国药集团中联药业有限公司,1
8请将此药品放在儿童生冷及油腻难消化的食品。,1
0.25g48片盒,1
甘肃独一味生物制药股份有限公司,1
本品为黄棕色的片;,1
"用于肾亏阳痿,早泄,遗精,少精,死精[unused1]口服,一次3~4粒,一日3次。",1
2.孕妇服用请向医师咨询。,1
"口服,一次6克,一日2-3次。",1
男性不育症[unused1]尚不明确。,1
"4、服药3~5天症状无缓解,应去医院就诊。",1
1.6g12袋,1
"用于慢性附件炎、盆腔炎、阴道炎、膀胱炎、慢性阑尾炎、尿路感染尿路感染[unused1]本品为软胶囊剂,内容物为棕褐色混悬液,气微香。",1
"口服,一次6[unused1]片,一日2~3次。",1
"气香,久置有少量沉淀。",1
"3、平素月经量正常、突然出现经量少,须去医院就诊。",1
5~7天为一疗程;,1
12.药品性状发生改变时禁止使用。,1
48s盒。,1
"用于贫血虚弱,产后体虚,萎黄肌瘦,月经不调,行经腹痛,产后血虚[unused1]冲服,一次1袋,一日3次。",1
加适量蜂蜜调服可改瓶诟小,1
山西康威制药有限责任公司,1
0.6g12s4板,1
"补气养血,调经止痛。",1
"7.因服药每日大便超过2次,可酌情减量,避免营养吸收不良和脱水。",1
"月事不准,经血过量,崩漏,淋漓不止,产后恶露不尽等妇科出血[unused1]本品为胶囊剂,内容物为棕红色粉末;",1
0.4g16s瓶,1
"大鼠灌胃给药12周毒性试验,安全剂量折合生药量25gkg天,血液生化和病理组织学检查未发现与受试物相关的毒性结果。",1
年老体弱、高血压、糖尿病患者应在医师指导下服用。,1
"3.服用三天后,症状无改善,或出现其他严重症状时应停药,并去医院就诊。",1
个别患者服药后偶有出现恶心症状。,1
"用于妇人宿有癥块,或血瘀经闭,行经腹痛,产后恶露不尽[unused1]子宫疾病用药",1
"健脾祛湿,理气舒肝。",1
气微、味甜。,1
"7.服药二周后症状无改善,或出现食欲不振,头痛,胃脘不适等症状时,应去医院就诊。",1
片芯重0.48g,1
"铝塑泡罩包装,每板装20片,每盒装3板。",1
每袋装8g,1
2、新生化冲剂应用在药物流产中;,1
"一次1袋,一日2次",1
"用于因脾肾阳虚所致的慢性腹泻,腹痛,肢体倦怠,神疲懒言,形寒肢冷,食少,腰膝酸软;",1
用开水冲服。,1
"7.对本品过敏者禁用,过敏体质者经期错后,或阴道不规则出血者应去医院就诊。",1
"2.服药后症状无改善,或出现新的症状者,应立即停药并到医院就诊。",1
辽宁华鑫药业有限公司,1
霉菌性、滴虫性阴道炎儿童不能接触的地方。,1
活血化瘀、清热止血。,1
"用于血瘀所致的月经不调,症见经水量少[unused1]一、活血调经,行血散淤。",1
"本品为薄膜衣片,除去薄膜衣后显棕褐色,气微香,味甜、微苦气微香,味甜、微苦。",1
6个月为一个疗程。,1
6、孕妇及哺乳期妇女。,1
"余沥不尽,会阴、下腹或腰骶部坠胀疼痛,或尿道灼热,阴囊潮湿,舌紫暗或瘀斑,舌苔黄腻[unused1]中药保护品种二级",1
"活血化淤,清热通淋,用于慢性前列腺炎属淤血阻滞兼湿热内蕴症,症见;",1
当归、白芍均有抗炎、抗凝血、降压、改善微循环和进行免疫调节[unused1]兰州佛慈制药股份有限公司,1
"方中主药丹参含丹参酮、丹参素等有效成分,具有多方面的药理作用。",1
"一次2-4粒,一日3次。",1
"黄酒或温开水送服,一次2片,一日2次,早晚服。",1
大出血者注意综合治疗。,1
"益气养阴,补肾健脾,清除余毒。",1
孕妇片剂(薄膜衣),1
"清热利湿,理气活血,散结消肿。",1
解郁调经。,1
"用于妇女清热凉血,活血止痛。",1
"2.治疗期间,宜节制房事。",1
"用于肺肾两虚,精气不足,久咳虚喘,神疲乏力,不寐健忘,腰膝痠软,月经不调,阳痿早泄,慢性支气管炎,慢性肾功能不全,高脂血症,肝硬化[unused1]本品为硬胶囊,内容物为黄棕色至浅棕褐色的粉末;",1
3.高血压、心脏病、肝病、糖尿病、肾病等慢性病患者应在医师指导下服用。,1
9、本品性状发生谋涫苯故褂茫0、请将本品放在儿童不能接触的地方;,1
"1、交叉过敏反应,对乙硫异烟胺、吡嗪酰胺、烟酸或其他化学结构有关药物过敏者也可能对本品过敏。",1
"用于血虚萎黄,眩晕心悸,肌痿无力,心烦不眠,虚风内动,肺燥咳嗽,劳嗽咯血,吐血尿血,便血崩漏,妊娠胎漏[unused1]5g60袋盆。",1
用于乳癖属气滞血瘀证者(乳腺增生)。,1
0.36g10s3板(维康清畅),1
"一次6粒,一日２次,一个月经周期为一疗程,经前一周开始服用;",1
"临床前药理试验结果表明,本品可减少醋酸致小鼠腹腔毛细血管通透性增高,可减轻二甲苯致小鼠耳肿胀和大鼠棉球肉芽肿的重量;",1
"PVC硬片、铝塑泡罩包装,6粒板2板袋3袋盒。",1
"铝塑包装,12粒板,3板盒。",1
4、青春期少年及更年期妇女应在医师指导下服用。,1
用于痛经、月经失调,1
"本品为黑褐色的蜜丸,味腥[unused1]忌食生冷、油腻、辛辣。",1
"8.服药一个月经周期症状不减轻,或合并有其他妇科疾病,应去医院就诊。",1
"2、过敏性鼻炎、支气管哮喘患者(对本药较易发生过敏,甚至可引起严重的急性全身性过敏反应)。",1
"口服,一次10ml,一日2次,月经不调者于月经干净以后服用,十二日为一个疗程。",1
7.月经量过多者应去医院就诊。,1
"通经,活血,下乳。",1
12s6板盒。,1
"4.按照用法用量服用,孕妇、高血压、糖尿病患者应在医师指导下服用。",1
"每瓶装30毫升,每盒1瓶。",1
"口服,一次10丸,一日2次,一个月经周期为一疗程,经前一周开始服用。",1
"一次6片,一日2次",1
饭前温开水或低度米酒冲服。,1
灰褐色至褐色的片;,1
用于湿毒下注之阴痒、带下;,1
2个月为一疗程。,1
"慢性盆腔炎、附件炎[unused1]如与其他药物同时使用可能会发生药物相互作用,详情请咨询医师或药师。",1
"用于肺肾阴亏,潮热盗汗,咽干,眩晕耳鸣,腰膝痠软滋肾养肺。",1
"用于肝气不舒,胸满胁痛,经期提前或错后,行经腹痛",1
"4.火郁证者不适用,主要表现为口苦咽干、面色红赤、心中烦热、胁胀不眠、大便秘结。",1
"气微,味苦、微咸。",1
"3.服药后痛经不减轻,或重度痛经者,应到医院诊治。",1
用于肾虚型和气血虚弱辛辣刺激性[unused1]20ml6瓶盒,1
偶见过敏反应。,1
"国家基本药物目录[unused1]散结消肿,化瘀止痛。",1
"调经养血,化瘀生新。",1
热毒证禁用。,1
每盒36粒。,1
孕妇及虚火旺者阳痿早泄[unused1]锦州汉宝药业有限公司,1
"1.本品仅供阴道给药,禁止内服。",1
30片盒。,1
"用于两胁胀痛,乳房结节压痛,经前乳房疼痛,月经不调。",1
"用于妊娠后漏下不止,胎动不安[unused1]药用复合膜,4g6袋。",1
"7.带下伴血性分泌物,或伴有尿频带下伴血性分泌物,或伴有尿频、尿急、尿痛者,应去医院就诊。",1
"软坚散结,活血化瘀,扶正固本,用于子宫肌瘤(肌壁间,[unused1]浆膜下)气滞血瘀证,[unused1]症见经期延长,经量过多,[unused1]经色紫黯有块,[unused1]小腹或乳房胀痛[unused1]偶见服药初期胃脘不适。",1
用药期间请注意血象检查。,1
"补血健脾,固经止带。",1
对丙酸睾丸素所致的小鼠前列腺增生有预防和治疗作用;,1
"本品为硬胶囊,内容物为棕褐色至深褐色颗粒及粉末;",1
"用于湿热下注,赤白带下[unused1]非处方药物(甲类),国家医保目录(乙类)",1
"服药期间不宜喝茶和吃萝卜茶和吃萝卜,不宜同时服用五灵脂、皂荚或其制剂。",1
"小儿周岁以内一次5克,一岁至三岁一次10克,三岁以上及成人一次15克;",1
"3.个别患者用药后出现肝功及肾功的轻度异常,是否与使用本品有关尚无定论。",1
"铝塑包装,每盒12袋。",1
14天为一个疗程。,1
"用于百瘕积聚,痛经闭经,赤白带下及慢性盆腔炎促进生殖系统微循环,化解体内肿块,并有增强免疫力[unused1]本品为薄膜衣片,除去薄膜衣后显棕褐色或黑褐色;",1
"近年来用本品挥发油(挥发油脑)注射于瘤体,或外用本品的粉剂,乳剂或栓剂,治疗早期宫颈癌、外阴癌有较显著的疗效。",1
"活血祛瘀,理气止痛用于痛经的治疗;",1
黑龙江天翼药业有限公司,1
每片重0.42克(薄膜衣),1
"用于月经不调,白带多,腰膝酸痛[unused1]10g10瓶",1
孕妇前三个月内禁用。,1
"本品为胶囊剂,内容物为棕黄色至棕褐色颗粒,味微苦,略麻。",1
"用于气血亏虚所致贫血,产后血虚、体弱、月经不调、闭经[unused1]尚不明确。",1
感冒发热勿服。,1
"本品为糖衣片,除去糖衣后,显褐色;",1
国药准字Z15021657,1
哈尔滨好博药业有限公司,1
"PVC硬片,铝塑泡罩包装,15s4板盒。",1
太极集团四川南充制药有限公司,1
2.忌食辛辣、少进油腻。,1
"能显著性地升高白细胞的数目、升高血压,防止失血性休克。",1
用于妇女更年期综合症,1
"三七含三七皂甙、黄酮等有效成分,能扩张冠状动脉,减低冠脉阻力,增加冠脉流量,能降低动脉压、心肌耗氧量及心肌的提取氧率,能促进凝血,缩短凝血时间,具有良好的止血作用。",1
"活血化瘀,缓消瘀块,用于妇人宿有血块,妊娠后漏下不止,胎动不安,或血瘀经闭,行经腹痛,产后恶露不尽,血色紫暗,而有腹痛拒按[unused1]国家基本药物目录",1
1.一般不宜用于溃疡病或支气管哮喘患者。,1
鞍山德善药业有限公司,1
产褥期可长期服用。,1
"本品为薄膜衣片,除去包衣后显黄色;",1
滋阴壮阳、调补气血。,1
可能出现用药部位红肿、瘙痒、烧灼感。,1
11.[unused1]请将本品放在儿童成人监护下使用。,1
"6克次,3次日。",1
"5.痛经伴有其他妇科疾病者,应去医院就诊。",1
"口服,次2.5g,日1-3次。",1
"彝医:夫色丕渣,西弗色哩哩诺奴诺,夫撒凯奴,吐土希合。",1
气清香。,1
"用于身体虚弱,血气不足,须发早白",1
"2.气血两虚引起的月经量少,色淡质稀,伴有头晕心悸,疲乏无力等不宜选用本药;",1
"补肾壮腰,固精止遗,调经。",1
"口服,一次3克,一日2次。",1
"忌房事过度和生冷,防止身受寒湿及过度劳累,肝、肾功能不全者慎用。",1
"本品用于青春期前儿童,通常剂量为每天每公斤体重0.7-1.0国际单位,但在症状得到部分缓解期间可使用更低剂量。",1
"用于阳萎早泄,腰膝酸软,津亏自汗,头目眩晕[unused1]尚未明确。",1
"服药期间饮食宜清淡,忌食辛辣、油腻、生冷食物,忌食荤腥,戒烟酒,以免助湿化热加重病情。",1
15g12袋盒。,1
"玻璃瓶装,每支装10毫升。",1
0.3g12粒2板盒,1
"用于肝气郁结,气滞血瘀薄膜衣[unused1]片剂(薄膜衣)",1
用于艾滋病毒感染者以及艾滋病患者,1
吉林省辉南辉发制药股份有限公司,1
"用于附件炎、盆腔炎金刚藤糖浆是以百合科植物菝葜的根茎为原料提炼制成的纯天然制剂,具有活血化瘀、解毒祛湿、散结的作用,药物实验对金黄色葡萄球菌、大肠杆菌等有抑菌作用。",1
每片相当于原药材2克,1
"口服,小蜜丸一次1盒,一日1次。",1
5.改善微循环[unused1]1、新生化颗粒缩短药物终止妊娠后阴道出血;,1
"益母草碱对子宫的兴奋作用可持续几个小时,但冲洗后可恢复。",1
"用于慢性前列腺炎证见:小便频急,尿后余沥,尿后滴白,尿道涩痛,腰骶疼痛,阴囊潮湿,睾丸疼痛等症",1
"用于气血虚弱,筋骨疼痛,四肢麻木,中风,半身不遂,遗精失血,再障贫血[unused1]吉林恒金药业股份有限公司",1
2.[unused1]感冒发热病人不宜服用。,1
本品为棕色至棕褐色颗粒;,1
"一日一次,24小时取出。",1
"清热利湿,化瘀散结,行气止痛,调补气血。",1
"清热燥湿,泻火除蒸,解毒疗疮。",1
"蒙药经典,用于心、肾赫依病,气滞腰痛、小腹冷痛、月经不调、白带过多",1
西安千禾药业股份有限公司,1
"玻璃瓶装,每盒装24支。",1
"药用铝塑泡罩包装,18片x2板盒。",1
1.孕妇忌用。,1
"一次15丸,一日3次。",1
0.3g12s(特伶),1
止血特效中成药;,1
"4.带下清稀者不宜选用,伴有赤带者,应去医院就诊;",1
"虫草金钱龟口服液适用于气血两亏、肾精不足所致头晕眼花,精神疲倦,食欲不振,健忠失眠,面白心悸,腰酸腿软;",1
0.4g12s2板盒。,1
"如与其他药物同时使用可能会发生药[unused1]物相互作用,详情请咨询医师或药师。",1
"气微,味微咸、苦、辛。",1
"主治调经养血,温暖子宫,驱寒止痛。",1
"用于湿热下注所致的带下病糖尿病[unused1]本品为褐色至棕褐色的栓剂,气特异。",1
"每盒1板,每板12片。",1
"一次1袋,一日3次,7天为一疗程,必要时可连服2-3个疗程,每疗程之间停药3天。",1
"用于肾脾双虚,气滞血瘀,前列腺增生,慢性前列腺炎血瘀,前列腺增生,慢性前列腺炎;",1
"或用于前列增生属瘀阻膀胱证,症见小便不爽、尿细如线、或点滴而下、小腹胀痛膀胱瘀阻肿瘤[unused1]子宫疾病用药",1
1.忌食生冷油腻及不易消化食物。,1
"气微,味先甜而后苦、涩。",1
气微、味苦。,1
"6.对本品过敏者禁用,过敏体质者小儿应在医师指导下服用。",1
"用于气血两亏,肝肾不足所致的月经不调、崩漏、带下病",1
苏州华葆药业有限公司,1
0.29g48片盒,1
"用于妇人血虚气滞,腰酸腹痛,月经不调,赤白带下等各种妇科病",1
0.360粒,1
"外用,用前摇匀。",1
"厦门中药厂有限公司[unused1]固肾,涩精,化浊。",1
"症见尿急、尿痛、排尿不畅尿痛尿急、尿痛、排尿不畅、滴沥不净慢性前列腺炎及前列腺增生活血化瘀,清热利湿。",1
"用于瘀血内停,腹部肿块,肌肤甲错,目眶黯黑,潮热赢瘦,经闭不行,慢性乙型活动性肝炎[unused1]3g10袋",1
"6.带下量多伴有尿频、尿急、尿痛者,应去医院就诊。",1
益母草含有多种微量元素。,1
"片剂(糖衣,薄膜衣)[unused1]清利湿浊,化瘀散结。",1
"滋肾,添精补髓,益气健脾。",1
"清热利湿,通淋排石。",1
"补血助气,调经。",1
"用于肺肾阴虚,燥咳少痰,痰中带血,咽干喉痛[unused1]每支装20ml",1
对本药品所含任何成分过敏者禁用。,1
"本品为棕色薄膜衣片,除去薄膜衣后显棕黄色,气微香,味苦薄膜衣片,除去薄膜衣后显棕黄色,气微香,味苦。",1
"前列腺炎,前列腺增生症见上述证候者。",1
"本品为暗红色澄清液体,有酒香气,味甜,微酸。",1
0.42g24片盒,1
用于肾虚精亏所致的腰膝痠软肾虚精亏所致的腰膝痠软,1
"补肾固本,用于腰膝酸软、尿后淋漓不尽[unused1]如与其他药物同时使用可能会发生药物相互作用,详情请咨询医师或药师。",1
"服药时忌食萝卜、薏苡仁、绿豆浚、如肝肾阴虚患者,服药后觉口干口苦者,改用蜂蜜水送服。",1
2.脾肾阳虚和脾胃虚寒、大便稀溏者禁服。,1
3、血管性水肿和支气管痉挛者。,1
"杀虫,消炎。",1
对棉球直入引起的大鼠结缔组织增生与二甲苯致小鼠耳廓肿胀具有抑制作用。,1
"乳腺增生,乳房胀痛。",1
另外有些利尿效应。,1
"用于高血压,多血症[unused1]尚不明确。",1
本品为合剂。,1
"一次3~4片,一日2~3次。",1
"清热,通淋。",1
"药用玻璃瓶装,每盒装10瓶。",1
"4、对免疫功能的影响:本品能增强巨噬细胞吞噬活性,增加淋巴细胞百分比,提高淋巴细胞转化率,对特异性免疫及非特异性免疫均有较好的促进作用。",1
"1.本品含朱砂,不宜长期服用;",1
内包材为铝塑复合膜;,1
"用于痛经,月经不调痛经,月经不调,盆腔炎茎皮龙芽[unused1]尚不明确。",1
清热解毒、祛湿通淋。,1
"或病后体虚,年老体衰见气血亏虚[unused1]本品为棕色至棕褐色的澄清液体;",1
"铝塑包装,12粒2板袋2袋盒。",1
"5.服药4周症状无改善,应到医院诊治。",1
"7[unused1]服药2周症状无缓解,应去医院就诊。",1
"临床前药理试验提示,本品对二甲苯致小鼠耳肿胀和5-HT所致大鼠足肿胀有一定的拮抗作用;",1
"铝塑包装,0.38gx48粒盒。",1
每袋装75g,1
"清热利湿,和血通络,调经止带蒲公英有清热解毒作用。",1
"临床前动物试验研究结果提示:本品可抑制角叉菜胶致大鼠足跖部的炎性反应和疼痛反应,抑制棉球致大鼠肉芽肿。",1
"6.各种流产后腹痛伴有阴道出血,服药一周无效者应去医院就诊;",1
"气芳香,味微甜。",1
"1.本品含有毒性成分,请在医生指导下使用。",1
"用于气血两虚,身体瘦弱,腰膝酸软,月经量少[unused1]6g10袋盒。",1
每片重0.25克,1
用于血热妄行所致的月经过多、崩漏、吐血、衄血、咯血、尿血、便血、血色鲜红或紫红;,1
本品为灰黑色的水丸;,1
"本品为薄膜衣片,除去包衣后显褐棕色;",1
"本品为蓝色胶囊剂,内容物为浅棕黄色至黄褐色的粉末;",1
"用于症瘕积聚、痛经闭经,赤白带下及慢性盆腔炎[unused1]尚不明确。",1
"口服,一次2-3片,一日3次,饭后服用。",1
"一次4克(一袋),一日3次,七至十天为一个疗程。",1
"用于秃发,斑秃,头皮瘙痒[unused1]新疆维吾尔药业有限责任公司",1
"本品为硬胶囊,内容物为褐色的颗粒,气微,味酸。",1
"口服,一次2片,一日2次。",1
嚼服。,1
"用于产后瘀血不净,少妇腹痛",1
每片重0.3g(糖衣);,1
"益气,养阴生津益气,养阴生津。",1
"复合袋,9克袋X10袋盒。",1
感冒发烧者禁用。,1
"中医学认为,阿胶性味甘、平,有滋阴补血、安胎的功效。",1
"选用活血祛风止痛的川芎,祛瘀止痛、活血通经的丹参,攻寒止痛的炮姜和肉桂,活血理气止痛的延胡索,行气醒脾治腹痛的木香腹痛的木香等。",1
疗程一周。,1
"气香,味苦、辣。",1
用于治疗软组织损伤而引起的颈、肩、腰、腿痛。,1
本品为红棕色水丸;,1
"舒肝养血,理气解郁。",1
温肾除湿片剂(糖衣),1
"滋补强壮,助气固精。",1
四川鑫达康药业有限公司,1
"一日1次,睡前使用。",1
"用于湿热蕴结所致,尿血,尿频,尿急,[unused1]尿痛,泌尿系感染见上述证候者。",1
北京同仁堂股份有限公司,1
"壮腰健肾,养血,祛风湿养血壮腰健肾,养血,祛风湿。",1
黑龙江鹤翔制药有限责任公司,1
"用于肾虚所引起的腰背酸痛,畏寒肢冷,神疲乏力,夜尿多频[unused1]浙江圣博康药业有限公司",1
"用于月经不调,经期腹痛,产后瘀血不清,子宫收缩不良产后瘀血不清[unused1]尚不明确。",1
"偶见消化道不适,一般可自行缓解。",1
"8、若使用中出现刺痛,烧灼刺痛,烧灼加重,暂停使用。",1
每瓶装150ml;,1
"或男子不育症,女子不孕症男子不育症[unused1]固体药用塑料瓶,30克瓶times;",1
贵州绿太阳制药有限公司,1
大连汉方药业有限公司,1
老年或阴道分泌物少的患者可将药片蘸上少许凉开水后立即推入。,1
孕妇[unused1]本品为棕褐色粉末;,1
密封贮藏于阴凉干燥处。,1
"国家基本药物目录[unused1]活血消肿、清热解毒,用于乳房结块、乳腺炎[unused1]性激素调节作用;",1
"用于乳腺增生,经期乳腺胀痛软坚散结[unused1]如与其他药物同时使用可能会发生药物相互作用,详情请咨询医师或药师。",1
50s6袋,1
11.请将此药品放在儿童不能接触的地方,1
0.4g10s4板,1
"少数患者用药后可见上腹不适,恶心;",1
